,id,product_uid,relevance,len_of_query,word_in_title,word_in_description
18525,57179,115136,2.33,3,1,2
18526,57181,115136,2.0,2,1,1
18527,57182,115136,3.0,2,1,2
18528,57184,115137,3.0,2,2,1
18529,57186,115138,2.0,2,1,1
18530,57187,115138,2.0,3,2,1
18531,57189,115139,2.0,2,2,2
18532,57190,115140,2.67,3,2,3
18533,57199,115143,3.0,2,1,1
18534,57200,115143,3.0,3,2,2
18535,57203,115145,2.67,2,2,2
18536,57211,115149,2.33,6,4,4
18537,57214,115149,3.0,4,4,4
18538,57218,115151,2.0,3,0,1
18539,57220,115151,2.0,2,0,0
18540,57221,115151,1.33,4,0,2
18541,57225,115151,2.0,4,2,1
18542,57226,115151,3.0,4,4,4
18543,57234,115151,2.0,3,1,1
18544,57235,115151,2.67,4,1,2
18545,57237,115151,2.67,4,2,4
18546,57239,115152,2.67,3,0,0
18547,57240,115153,1.67,3,2,2
18548,57243,115155,2.67,5,4,4
18549,57245,115156,3.0,2,1,2
18550,57251,115157,2.0,4,1,1
18551,57253,115159,2.33,2,1,2
18552,57257,115162,2.0,2,2,1
18553,57266,115164,3.0,3,1,1
18554,57273,115167,3.0,3,3,2
18555,57276,115169,3.0,3,2,3
18556,57278,115169,2.67,4,3,3
18557,57286,115172,2.67,3,1,1
18558,57301,115175,3.0,2,2,2
18559,57303,115177,2.67,2,2,2
18560,57304,115178,3.0,4,3,2
18561,57306,115179,3.0,2,0,1
18562,57320,115186,3.0,2,2,1
18563,57328,115190,2.0,5,2,3
18564,57342,115195,3.0,3,2,2
18565,57345,115195,2.67,3,0,0
18566,57347,115196,2.67,3,1,1
18567,57350,115196,3.0,3,3,2
18568,57355,115197,3.0,3,3,3
18569,57359,115198,2.33,3,1,3
18570,57361,115199,3.0,3,3,3
18571,57362,115200,3.0,3,1,1
18572,57364,115201,2.0,6,1,3
18573,57365,115201,1.33,1,1,1
18574,57367,115202,3.0,3,3,3
18575,57373,115204,2.33,2,0,1
18576,57380,115207,3.0,5,2,4
18577,57382,115207,2.33,4,2,2
18578,57383,115207,2.67,3,1,3
18579,57384,115208,1.67,3,2,1
18580,57389,115209,3.0,3,2,2
18581,57390,115209,2.67,2,2,2
18582,57394,115212,3.0,2,1,1
18583,57396,115213,2.67,2,0,1
18584,57398,115214,2.33,4,2,2
18585,57403,115214,2.0,2,0,1
18586,57408,115214,2.33,2,1,1
18587,57434,115226,2.67,3,3,3
18588,57436,115228,3.0,3,3,2
18589,57443,115229,3.0,2,2,2
18590,57444,115229,2.67,4,2,3
18591,57446,115229,3.0,3,2,2
18592,57448,115231,2.0,3,1,1
18593,57450,115231,2.33,5,1,2
18594,57453,115231,2.0,3,1,1
18595,57457,115232,1.0,3,0,2
18596,57463,115233,1.33,3,0,2
18597,57465,115233,1.33,1,1,1
18598,57467,115233,2.0,4,2,3
18599,57472,115234,3.0,3,2,2
18600,57476,115237,3.0,3,3,2
18601,57482,115238,2.0,3,1,2
18602,57484,115239,2.67,3,2,2
18603,57492,115239,3.0,3,2,3
18604,57496,115241,2.67,5,3,3
18605,57499,115242,3.0,4,4,4
18606,57501,115242,2.0,2,2,2
18607,57515,115246,2.67,2,0,1
18608,57521,115247,2.67,2,0,2
18609,57525,115247,3.0,3,1,3
18610,57526,115247,1.33,4,3,3
18611,57527,115247,2.33,2,1,2
18612,57533,115248,2.33,2,0,0
18613,57539,115251,2.67,2,2,2
18614,57547,115254,2.0,4,2,2
18615,57551,115257,2.0,5,3,4
18616,57552,115257,2.67,3,2,2
18617,57555,115258,1.67,2,0,0
18618,57557,115259,1.0,3,1,1
18619,57560,115261,2.33,4,4,4
18620,57561,115262,3.0,4,3,3
18621,57562,115262,3.0,4,3,3
18622,57564,115263,2.67,2,1,1
18623,57566,115263,2.33,4,4,4
18624,57567,115264,1.67,2,2,2
18625,57568,115265,3.0,2,2,2
18626,57569,115266,3.0,3,3,2
18627,57571,115267,2.33,4,4,4
18628,57574,115268,2.33,2,2,2
18629,57576,115269,2.33,3,3,2
18630,57577,115269,1.67,3,2,2
18631,57580,115271,3.0,2,2,2
18632,57582,115271,2.33,3,2,2
18633,57588,115274,1.67,5,1,3
18634,57591,115274,1.33,2,0,1
18635,57594,115275,2.0,2,0,0
18636,57595,115276,2.33,4,3,3
18637,57597,115276,2.67,4,1,2
18638,57603,115278,2.0,2,1,2
18639,57604,115279,2.33,1,0,0
18640,57606,115281,2.33,4,3,4
18641,57609,115282,2.67,2,2,2
18642,57612,115284,2.0,2,1,1
18643,57618,115288,3.0,3,3,3
18644,57619,115288,3.0,2,1,1
18645,57623,115289,2.67,2,1,1
18646,57624,115290,3.0,2,2,2
18647,57625,115290,3.0,2,2,2
18648,57626,115290,2.33,1,0,1
18649,57628,115292,2.0,4,3,2
18650,57633,115295,2.67,3,1,1
18651,57634,115295,2.0,3,1,1
18652,57638,115297,3.0,2,2,2
18653,57644,115300,2.0,3,2,2
18654,57645,115300,2.33,3,2,2
18655,57646,115301,2.0,3,2,2
18656,57652,115303,3.0,2,1,1
18657,57653,115303,3.0,2,0,0
18658,57658,115305,3.0,3,3,3
18659,57661,115306,1.33,4,2,2
18660,57662,115306,1.67,3,2,2
18661,57664,115306,1.33,4,0,3
18662,57668,115309,2.0,3,2,2
18663,57672,115311,2.33,6,2,3
18664,57678,115312,1.67,3,3,3
18665,57679,115313,2.67,5,3,3
18666,57684,115317,2.33,4,2,2
18667,57685,115317,2.67,1,1,1
18668,57692,115319,2.67,3,3,3
18669,57694,115319,2.33,5,3,3
18670,57696,115319,2.0,5,2,2
18671,57699,115319,2.67,4,3,2
18672,57702,115319,3.0,4,4,4
18673,57703,115319,2.0,3,2,2
18674,57707,115320,3.0,3,1,3
18675,57717,115323,1.33,3,3,3
18676,57718,115324,2.33,1,1,0
18677,57719,115325,2.67,2,2,2
18678,57721,115325,1.67,4,2,1
18679,57723,115326,2.33,2,1,1
18680,57724,115326,1.0,2,0,1
18681,57727,115327,3.0,1,1,1
18682,57728,115328,2.33,5,2,4
18683,57730,115328,2.33,3,3,3
18684,57734,115329,2.33,5,3,3
18685,57745,115334,2.33,2,1,1
18686,57747,115334,1.0,2,0,0
18687,57750,115334,1.33,3,1,2
18688,57751,115334,2.67,4,1,3
18689,57752,115334,1.67,5,2,3
18690,57753,115335,2.33,3,2,2
18691,57754,115336,3.0,2,2,2
18692,57756,115338,3.0,1,1,1
18693,57757,115339,2.0,2,2,2
18694,57758,115339,3.0,7,6,6
18695,57760,115339,2.67,4,4,4
18696,57762,115340,2.67,5,2,2
18697,57765,115340,3.0,2,1,1
18698,57766,115340,2.0,2,2,1
18699,57773,115341,2.33,3,3,3
18700,57775,115342,2.67,5,4,3
18701,57778,115342,2.67,4,2,2
18702,57782,115342,2.33,3,2,2
18703,57787,115345,2.67,2,2,2
18704,57789,115346,2.67,3,2,2
18705,57790,115346,2.33,3,1,1
18706,57792,115346,2.67,3,2,2
18707,57795,115347,3.0,4,1,3
18708,57796,115348,2.67,1,0,0
18709,57800,115349,2.33,3,2,1
18710,57802,115350,3.0,2,2,2
18711,57806,115352,2.33,3,2,1
18712,57813,115353,3.0,5,3,2
18713,57819,115354,2.67,4,2,3
18714,57824,115355,2.33,3,2,2
18715,57825,115355,1.33,5,2,2
18716,57826,115355,2.33,2,1,2
18717,57827,115355,2.0,3,2,2
18718,57829,115355,3.0,2,2,2
18719,57837,115356,2.67,2,1,1
18720,57838,115356,2.67,3,1,2
18721,57845,115357,2.33,3,1,1
18722,57847,115358,2.67,2,2,2
18723,57855,115360,3.0,2,1,1
18724,57856,115360,3.0,4,3,4
18725,57858,115360,2.67,5,3,4
18726,57859,115360,2.67,4,2,2
18727,57860,115361,3.0,2,2,2
18728,57861,115362,1.0,2,0,0
18729,57864,115363,2.0,2,2,2
18730,57866,115364,1.33,2,1,1
18731,57867,115364,1.33,3,0,1
18732,57869,115365,2.67,3,2,0
18733,57872,115366,3.0,5,3,5
18734,57874,115366,3.0,5,4,4
18735,57880,115368,2.0,2,1,1
18736,57881,115368,2.67,2,1,1
18737,57882,115368,2.0,2,1,1
18738,57888,115369,1.67,3,0,2
18739,57890,115369,1.67,3,0,2
18740,57891,115369,2.67,3,1,3
18741,57894,115370,3.0,2,1,1
18742,57899,115373,2.0,4,4,4
18743,57901,115374,2.0,4,3,3
18744,57908,115376,3.0,3,2,1
18745,57913,115378,2.33,2,2,1
18746,57914,115379,3.0,2,2,2
18747,57918,115383,2.0,2,0,1
18748,57919,115383,3.0,2,1,2
18749,57928,115386,3.0,6,5,4
18750,57929,115386,2.0,3,2,1
18751,57933,115387,2.33,2,0,0
18752,57937,115388,2.0,3,2,2
18753,57938,115388,2.67,3,3,3
18754,57939,115388,3.0,2,2,2
18755,57940,115388,2.67,2,2,2
18756,57947,115391,2.67,3,1,1
18757,57948,115392,2.67,3,1,2
18758,57951,115392,1.33,5,2,2
18759,57953,115393,2.33,1,1,0
18760,57956,115395,2.0,3,2,1
18761,57958,115397,3.0,2,2,2
18762,57960,115398,2.67,4,4,3
18763,57964,115401,3.0,4,3,3
18764,57969,115404,2.67,3,1,1
18765,57970,115405,3.0,1,1,0
18766,57972,115407,2.0,2,1,0
18767,57978,115408,2.67,4,2,2
18768,57979,115409,3.0,3,2,3
18769,57980,115410,2.33,3,2,2
18770,57981,115410,1.67,2,1,1
18771,57988,115412,2.67,2,2,1
18772,57997,115413,2.33,2,1,1
18773,57999,115414,2.33,4,1,3
18774,58000,115414,2.0,4,2,1
18775,58001,115414,2.0,3,1,1
18776,58006,115414,1.67,3,0,2
18777,58009,115416,3.0,2,1,0
18778,58010,115417,2.0,7,4,2
18779,58013,115418,2.33,3,2,1
18780,58015,115419,3.0,2,1,1
18781,58018,115420,1.67,4,2,2
18782,58022,115423,1.33,1,1,1
18783,58032,115426,1.67,3,1,0
18784,58033,115426,1.33,4,4,2
18785,58037,115428,2.67,3,1,2
18786,58039,115428,2.0,4,1,2
18787,58045,115431,2.33,4,2,4
18788,58046,115431,1.33,2,2,2
18789,58052,115431,2.67,4,2,4
18790,58056,115431,1.67,1,1,1
18791,58059,115432,2.33,2,2,2
18792,58063,115434,2.33,4,3,3
18793,58065,115434,2.33,3,3,3
18794,58066,115434,2.33,2,2,2
18795,58068,115435,2.67,2,1,1
18796,58072,115438,3.0,2,1,2
18797,58075,115439,2.67,2,2,2
18798,58077,115440,2.33,5,3,5
18799,58081,115440,3.0,3,3,2
18800,58086,115440,2.33,5,3,3
18801,58088,115440,2.0,3,2,2
18802,58089,115440,2.0,3,2,2
18803,58093,115440,2.0,4,4,3
18804,58099,115444,2.67,2,2,2
18805,58102,115445,1.33,3,0,1
18806,58103,115445,2.67,2,2,2
18807,58109,115449,1.33,2,1,0
18808,58127,115451,2.33,2,0,0
18809,58130,115451,2.0,2,0,0
18810,58131,115452,3.0,3,3,3
18811,58140,115456,1.33,1,1,0
18812,58142,115457,2.67,3,3,3
18813,58143,115458,3.0,2,2,2
18814,58144,115459,1.33,4,1,2
18815,58145,115460,2.33,1,1,1
18816,58153,115465,2.67,2,0,0
18817,58156,115466,1.33,11,9,9
18818,58157,115466,2.33,4,2,2
18819,58161,115467,3.0,3,2,3
18820,58166,115470,1.0,3,1,2
18821,58167,115470,2.0,3,2,3
18822,58171,115472,3.0,3,2,2
18823,58172,115472,2.0,3,2,3
18824,58177,115472,3.0,2,2,2
18825,58179,115472,1.33,3,1,2
18826,58184,115473,2.67,3,2,2
18827,58185,115473,2.0,2,1,1
18828,58186,115473,3.0,2,0,1
18829,58188,115473,2.0,2,1,1
18830,58191,115474,3.0,2,2,1
18831,58194,115475,2.0,3,3,3
18832,58195,115476,2.0,4,2,1
18833,58196,115476,2.67,2,1,1
18834,58198,115476,2.0,2,0,2
18835,58199,115476,2.0,2,0,1
18836,58200,115477,2.67,3,3,3
18837,58202,115477,3.0,4,4,4
18838,58203,115477,1.0,5,2,2
18839,58207,115478,1.67,1,0,0
18840,58208,115478,3.0,1,1,1
18841,58209,115479,2.33,4,2,2
18842,58210,115480,3.0,1,1,1
18843,58211,115481,1.33,2,2,2
18844,58212,115482,2.67,5,5,4
18845,58213,115482,3.0,3,3,3
18846,58220,115483,2.67,3,1,2
18847,58231,115486,1.0,2,0,1
18848,58235,115488,1.33,3,2,3
18849,58236,115489,3.0,3,3,3
18850,58238,115490,2.67,2,1,1
18851,58240,115491,2.67,4,4,4
18852,58241,115491,2.33,4,3,3
18853,58242,115491,2.67,2,2,2
18854,58243,115491,1.33,2,2,2
18855,58247,115492,1.33,3,2,2
18856,58257,115495,2.33,2,1,1
18857,58258,115495,3.0,3,2,3
18858,58265,115498,1.33,4,2,1
18859,58267,115499,2.67,2,2,2
18860,58268,115500,2.0,3,2,1
18861,58269,115500,1.0,4,2,2
18862,58270,115500,2.67,8,6,6
18863,58273,115500,2.0,4,2,2
18864,58275,115502,2.0,2,2,1
18865,58277,115502,3.0,2,1,1
18866,58278,115503,2.33,2,1,2
18867,58290,115506,2.67,3,0,1
18868,58291,115506,2.33,2,0,0
18869,58294,115507,1.67,5,2,1
18870,58295,115507,2.0,2,1,1
18871,58297,115507,1.0,3,0,0
18872,58307,115509,3.0,3,0,1
18873,58312,115511,2.0,2,1,1
18874,58313,115511,2.33,2,1,2
18875,58314,115511,2.33,5,4,3
18876,58318,115513,2.0,3,2,2
18877,58319,115513,2.67,3,2,2
18878,58320,115513,1.33,4,2,2
18879,58322,115513,2.0,4,1,1
18880,58324,115515,1.0,4,0,4
18881,58325,115515,2.67,2,0,1
18882,58333,115515,2.67,4,0,4
18883,58340,115518,2.33,1,0,0
18884,58342,115519,2.67,4,2,3
18885,58348,115522,1.67,2,2,0
18886,58349,115523,3.0,4,3,3
18887,58352,115524,2.0,3,2,2
18888,58353,115524,1.67,2,2,2
18889,58355,115525,2.67,2,1,2
18890,58357,115526,2.33,5,4,3
18891,58361,115528,3.0,6,2,3
18892,58362,115528,2.0,4,3,3
18893,58363,115529,3.0,2,2,2
18894,58365,115529,3.0,3,2,2
18895,58366,115530,2.0,4,1,2
18896,58367,115530,2.0,2,0,2
18897,58371,115531,2.67,3,3,2
18898,58373,115533,3.0,4,3,3
18899,58374,115534,3.0,8,5,5
18900,58377,115534,2.67,5,2,4
18901,58382,115535,3.0,3,3,3
18902,58386,115538,2.33,3,1,1
18903,58389,115538,2.33,4,1,1
18904,58390,115538,2.33,3,2,2
18905,58391,115538,2.0,5,3,3
18906,58393,115538,2.67,2,1,1
18907,58395,115538,3.0,3,2,2
18908,58397,115538,1.67,4,2,2
18909,58398,115539,3.0,2,1,0
18910,58400,115540,1.33,4,2,2
18911,58402,115541,2.67,3,3,1
18912,58415,115549,2.33,6,1,2
18913,58418,115549,1.33,4,1,1
18914,58422,115549,2.33,3,1,3
18915,58433,115550,2.67,4,1,2
18916,58436,115551,2.33,6,5,5
18917,58443,115551,2.33,3,2,2
18918,58446,115552,2.0,6,2,3
18919,58450,115553,3.0,3,1,2
18920,58452,115554,2.0,1,0,0
18921,58457,115555,2.33,3,1,2
18922,58458,115555,3.0,3,2,2
18923,58463,115556,3.0,2,2,2
18924,58465,115557,2.33,3,3,0
18925,58467,115558,3.0,3,1,2
18926,58469,115559,2.33,1,1,1
18927,58470,115559,2.33,2,2,2
18928,58475,115561,1.67,3,1,1
18929,58478,115561,3.0,4,2,2
18930,58482,115562,2.33,4,4,2
18931,58492,115567,1.33,2,1,1
18932,58496,115568,2.0,2,2,2
18933,58499,115570,3.0,1,1,1
18934,58502,115571,2.0,3,2,2
18935,58507,115575,3.0,2,2,2
18936,58508,115576,2.33,1,0,0
18937,58511,115577,2.0,3,2,2
18938,58513,115578,3.0,4,4,3
18939,58514,115579,3.0,2,2,1
18940,58515,115580,2.67,4,3,3
18941,58516,115580,2.67,4,3,0
18942,58518,115582,2.33,4,3,0
18943,58519,115582,3.0,3,3,1
18944,58521,115583,2.33,1,1,1
18945,58530,115586,1.67,2,0,0
18946,58534,115587,3.0,1,0,0
18947,58535,115587,3.0,2,1,1
18948,58549,115591,1.67,2,2,2
18949,58551,115592,2.33,3,3,3
18950,58554,115593,3.0,2,2,0
18951,58557,115595,3.0,3,2,1
18952,58565,115596,2.67,3,3,3
18953,58571,115599,3.0,2,2,1
18954,58574,115601,3.0,3,3,1
18955,58576,115602,3.0,3,2,2
18956,58579,115603,3.0,3,3,3
18957,58584,115605,2.0,3,2,3
18958,58585,115606,1.67,4,2,2
18959,58589,115608,2.67,2,1,1
18960,58591,115609,3.0,3,3,3
18961,58593,115610,1.67,1,0,0
18962,58598,115611,3.0,3,3,2
18963,58602,115612,2.0,3,2,2
18964,58603,115612,2.33,4,3,3
18965,58604,115613,2.0,2,2,1
18966,58605,115613,3.0,2,2,1
18967,58607,115614,1.0,4,1,1
18968,58608,115614,1.33,2,1,2
18969,58609,115615,3.0,3,3,2
18970,58610,115616,2.33,2,1,2
18971,58611,115617,1.0,1,0,0
18972,58613,115617,3.0,3,2,2
18973,58617,115620,3.0,3,3,3
18974,58621,115621,3.0,3,3,3
18975,58624,115621,2.67,3,1,1
18976,58628,115623,2.0,3,2,2
18977,58629,115624,1.33,4,3,3
18978,58631,115624,2.0,3,1,1
18979,58636,115628,2.67,2,1,1
18980,58639,115629,1.67,4,3,1
18981,58640,115630,3.0,3,3,2
18982,58643,115631,2.33,5,2,4
18983,58645,115631,3.0,2,0,1
18984,58646,115631,1.67,3,2,2
18985,58647,115631,1.0,1,0,0
18986,58649,115632,2.67,14,11,13
18987,58654,115635,2.33,3,1,2
18988,58656,115635,2.67,2,1,1
18989,58661,115636,2.67,3,3,1
18990,58663,115637,3.0,2,0,1
18991,58665,115637,1.33,3,2,2
18992,58666,115638,2.67,3,2,0
18993,58675,115638,3.0,4,4,1
18994,58680,115639,2.33,4,3,3
18995,58682,115639,3.0,3,3,2
18996,58687,115643,3.0,2,2,2
18997,58690,115644,2.67,1,1,1
18998,58694,115648,2.33,1,1,1
18999,58696,115648,3.0,4,3,4
19000,58698,115648,2.33,1,0,0
19001,58699,115649,1.67,1,1,1
19002,58701,115650,2.33,4,2,2
19003,58709,115650,2.67,3,2,2
19004,58712,115650,1.67,3,1,2
19005,58717,115650,3.0,4,1,3
19006,58719,115651,2.0,3,2,2
19007,58722,115651,3.0,3,2,2
19008,58726,115651,1.0,1,0,0
19009,58727,115651,2.67,5,1,1
19010,58728,115651,2.0,2,1,1
19011,58732,115652,2.0,2,2,2
19012,58735,115653,1.67,3,1,1
19013,58741,115655,2.67,2,1,1
19014,58746,115656,2.67,1,0,0
19015,58750,115656,2.67,3,1,1
19016,58758,115656,2.0,3,2,1
19017,58762,115657,2.33,2,2,2
19018,58768,115659,1.67,1,0,0
19019,58770,115660,2.67,3,1,1
19020,58774,115660,3.0,3,2,3
19021,58775,115660,2.67,2,0,1
19022,58777,115660,2.67,4,2,3
19023,58778,115661,2.33,2,0,2
19024,58782,115661,2.33,4,2,2
19025,58785,115664,3.0,3,3,3
19026,58786,115665,2.67,2,0,1
19027,58788,115666,2.0,3,2,2
19028,58802,115667,2.33,3,2,2
19029,58805,115668,1.67,2,1,1
19030,58806,115668,3.0,4,0,2
19031,58807,115668,2.67,2,1,2
19032,58808,115668,3.0,3,1,3
19033,58810,115668,2.33,6,0,6
19034,58811,115668,3.0,3,1,3
19035,58812,115668,2.0,6,1,5
19036,58818,115668,2.67,3,2,3
19037,58819,115668,2.67,2,1,2
19038,58822,115668,2.67,1,0,0
19039,58823,115669,2.0,2,2,0
19040,58824,115670,1.67,3,0,1
19041,58830,115670,3.0,2,0,2
19042,58832,115671,2.33,2,2,2
19043,58834,115671,3.0,2,2,2
19044,58835,115672,2.33,3,0,3
19045,58836,115672,2.33,2,1,1
19046,58838,115672,1.67,3,1,1
19047,58841,115673,2.67,2,2,2
19048,58842,115674,1.67,3,2,1
19049,58848,115675,3.0,3,3,1
19050,58852,115678,3.0,3,3,3
19051,58854,115679,2.67,3,2,2
19052,58860,115680,2.67,1,0,0
19053,58861,115680,1.0,4,2,2
19054,58862,115681,3.0,3,1,2
19055,58865,115683,2.33,2,2,2
19056,58866,115684,2.67,5,3,3
19057,58867,115684,3.0,4,3,2
19058,58874,115687,1.33,3,1,2
19059,58878,115689,2.67,5,2,2
19060,58880,115690,2.33,1,0,0
19061,58894,115693,2.0,2,0,0
19062,58897,115693,2.0,2,1,1
19063,58899,115693,2.67,4,1,0
19064,58901,115693,2.67,2,0,1
19065,58908,115694,2.33,4,2,1
19066,58911,115696,2.33,2,2,2
19067,58912,115696,2.0,3,2,2
19068,58914,115696,3.0,3,3,2
19069,58917,115697,2.33,2,1,1
19070,58919,115698,2.0,3,1,2
19071,58922,115698,3.0,2,2,1
19072,58928,115700,2.67,3,2,2
19073,58929,115700,2.67,4,2,3
19074,58930,115700,2.33,5,3,2
19075,58931,115701,3.0,2,2,2
19076,58932,115701,2.0,3,3,2
19077,58933,115701,2.33,4,3,3
19078,58942,115706,2.33,5,2,2
19079,58943,115707,2.33,4,2,2
19080,58944,115707,2.0,3,1,1
19081,58947,115708,2.67,7,6,2
19082,58950,115709,2.33,1,0,0
19083,58952,115709,1.67,1,0,0
19084,58953,115710,2.67,5,2,2
19085,58954,115710,2.33,2,2,1
19086,58960,115711,2.67,4,2,3
19087,58961,115711,3.0,3,3,3
19088,58964,115712,2.67,3,2,2
19089,58966,115712,3.0,3,2,2
19090,58969,115713,3.0,3,3,3
19091,58977,115718,3.0,3,2,3
19092,58979,115719,2.33,4,2,2
19093,58981,115719,3.0,2,0,1
19094,58985,115721,3.0,2,1,1
19095,58986,115722,1.0,2,1,1
19096,58990,115724,3.0,2,2,2
19097,58994,115725,2.0,3,1,1
19098,58997,115726,3.0,2,1,1
19099,58998,115726,3.0,2,0,1
19100,59001,115726,2.33,3,2,2
19101,59004,115728,2.33,5,4,3
19102,59008,115729,3.0,3,3,3
19103,59016,115729,2.67,3,1,2
19104,59022,115733,2.33,5,2,2
19105,59023,115733,2.33,2,2,2
19106,59030,115735,3.0,3,3,3
19107,59032,115736,1.33,3,1,1
19108,59035,115736,3.0,2,1,1
19109,59044,115740,3.0,2,2,2
19110,59046,115741,3.0,3,3,2
19111,59049,115742,3.0,3,3,3
19112,59054,115744,2.67,3,2,2
19113,59057,115745,3.0,2,2,2
19114,59058,115746,3.0,5,3,3
19115,59061,115746,3.0,3,2,2
19116,59063,115746,3.0,1,1,1
19117,59066,115747,2.0,5,2,2
19118,59067,115747,3.0,2,1,1
19119,59068,115748,2.0,2,1,2
19120,59069,115748,3.0,3,3,3
19121,59070,115749,2.67,3,1,1
19122,59075,115750,2.33,3,2,1
19123,59077,115751,1.67,1,1,1
19124,59078,115751,3.0,3,3,3
19125,59084,115752,2.33,5,2,3
19126,59085,115753,1.0,4,2,2
19127,59087,115755,3.0,3,2,2
19128,59088,115755,3.0,3,2,2
19129,59090,115755,3.0,2,2,2
19130,59091,115755,2.0,3,1,1
19131,59096,115757,1.67,3,2,3
19132,59101,115757,2.33,5,1,3
19133,59103,115757,3.0,3,2,2
19134,59104,115757,2.67,5,4,3
19135,59105,115758,2.33,1,1,1
19136,59106,115759,2.33,2,1,1
19137,59109,115761,3.0,2,2,2
19138,59118,115764,2.33,2,0,2
19139,59119,115764,1.0,1,0,0
19140,59120,115764,2.0,2,0,0
19141,59121,115765,1.67,4,3,3
19142,59122,115766,2.0,4,0,2
19143,59123,115766,2.67,2,1,0
19144,59126,115768,2.67,1,1,1
19145,59129,115769,3.0,2,1,1
19146,59138,115774,3.0,3,3,1
19147,59140,115775,2.33,5,3,5
19148,59144,115778,1.67,4,3,3
19149,59145,115778,1.0,2,0,0
19150,59146,115779,2.67,3,3,3
19151,59147,115779,3.0,3,3,3
19152,59150,115781,3.0,5,4,4
19153,59154,115782,3.0,2,1,1
19154,59156,115782,3.0,2,2,2
19155,59160,115784,3.0,2,2,2
19156,59165,115786,3.0,3,2,2
19157,59172,115788,2.67,2,0,0
19158,59175,115790,2.67,1,1,1
19159,59177,115792,3.0,3,3,2
19160,59179,115793,2.0,4,3,3
19161,59183,115797,2.33,2,0,1
19162,59188,115797,2.67,4,2,3
19163,59193,115799,3.0,3,3,3
19164,59195,115799,3.0,2,0,1
19165,59199,115800,3.0,2,2,2
19166,59207,115802,2.33,3,1,1
19167,59211,115803,3.0,4,4,4
19168,59212,115803,2.33,2,2,2
19169,59213,115804,3.0,2,2,1
19170,59215,115805,2.33,1,1,0
19171,59216,115806,2.33,4,3,1
19172,59222,115808,3.0,3,3,1
19173,59229,115809,2.33,2,2,2
19174,59234,115810,2.33,3,3,2
19175,59242,115814,2.33,4,2,2
19176,59244,115815,3.0,4,3,3
19177,59247,115815,2.0,3,0,1
19178,59249,115815,2.33,4,2,3
19179,59251,115815,1.33,4,1,1
19180,59253,115815,2.67,2,1,2
19181,59254,115815,1.67,3,2,3
19182,59255,115815,1.33,4,3,1
19183,59257,115817,2.67,2,2,0
19184,59258,115818,3.0,2,1,1
19185,59263,115819,3.0,2,2,2
19186,59265,115820,2.33,2,1,1
19187,59266,115820,2.67,3,1,1
19188,59267,115821,2.33,3,2,2
19189,59270,115823,2.33,2,2,2
19190,59271,115823,2.33,4,3,3
19191,59272,115823,2.33,3,2,2
19192,59279,115826,2.33,3,2,2
19193,59281,115827,3.0,2,2,2
19194,59285,115831,1.67,1,0,0
19195,59286,115832,3.0,2,2,2
19196,59291,115833,2.0,2,2,2
19197,59295,115836,2.0,2,0,0
19198,59300,115837,3.0,2,0,1
19199,59301,115837,1.67,3,2,2
19200,59305,115838,2.0,3,3,3
19201,59309,115840,3.0,2,2,2
19202,59310,115840,2.67,2,2,2
19203,59316,115843,3.0,3,3,3
19204,59320,115844,2.33,3,2,1
19205,59323,115844,2.0,2,2,2
19206,59324,115844,1.0,1,0,0
19207,59328,115844,2.33,1,0,1
19208,59330,115844,3.0,2,1,2
19209,59331,115844,1.67,1,0,0
19210,59333,115844,2.33,3,2,2
19211,59335,115846,2.67,4,3,3
19212,59339,115846,2.67,6,5,5
19213,59355,115851,2.33,4,3,3
19214,59375,115859,3.0,3,3,3
19215,59377,115859,2.0,4,3,3
19216,59382,115859,3.0,4,3,4
19217,59384,115859,3.0,3,2,2
19218,59387,115860,2.67,3,2,2
19219,59390,115861,2.33,2,1,1
19220,59393,115862,2.0,4,2,2
19221,59396,115863,1.33,3,2,1
19222,59398,115865,2.0,5,2,2
19223,59403,115868,2.33,5,4,3
19224,59406,115871,2.33,2,2,2
19225,59412,115874,2.0,3,2,2
19226,59414,115876,2.0,3,1,2
19227,59416,115876,2.0,3,1,2
19228,59417,115876,3.0,2,1,1
19229,59418,115876,1.67,4,2,2
19230,59421,115878,2.33,2,1,1
19231,59422,115879,2.0,5,2,3
19232,59428,115880,1.0,3,0,1
19233,59429,115880,1.0,3,1,1
19234,59435,115883,1.67,3,1,1
19235,59437,115883,3.0,2,1,1
19236,59438,115883,2.0,2,1,1
19237,59441,115884,3.0,4,3,2
19238,59442,115884,2.67,3,2,2
19239,59445,115884,2.33,4,2,2
19240,59448,115886,2.67,4,4,4
19241,59451,115888,2.67,2,2,2
19242,59452,115889,3.0,2,2,2
19243,59453,115890,2.33,4,3,2
19244,59454,115891,3.0,5,5,3
19245,59464,115897,2.67,3,2,3
19246,59467,115897,3.0,4,3,3
19247,59468,115897,3.0,7,2,6
19248,59470,115897,3.0,2,1,1
19249,59474,115899,2.67,4,3,3
19250,59475,115900,1.67,3,2,1
19251,59478,115901,2.67,2,2,2
19252,59480,115903,1.0,3,2,2
19253,59482,115903,2.67,2,2,2
19254,59485,115904,3.0,3,2,3
19255,59488,115906,3.0,2,2,1
19256,59498,115910,2.33,2,2,2
19257,59500,115911,3.0,2,2,2
19258,59503,115914,2.67,2,2,2
19259,59504,115915,1.0,4,2,1
