id,product_uid,relevance,len_of_query,word_in_title,word_in_description
29342,106286,2.67,3,2,2
29349,106288,3.0,1,1,1
29351,106288,2.33,2,1,1
29352,106289,2.33,3,1,2
29354,106289,2.33,3,1,2
29358,106290,3.0,2,2,2
29360,106290,2.67,2,1,1
29361,106291,2.67,4,2,2
29364,106291,2.33,3,2,2
29365,106291,2.33,2,2,2
29366,106291,2.67,3,3,3
29367,106291,2.33,3,2,2
29369,106291,2.33,3,2,2
29372,106291,2.67,4,2,2
29373,106292,2.67,2,2,2
29374,106292,2.33,2,1,1
29375,106293,2.67,4,1,2
29378,106293,2.33,4,3,3
29381,106293,2.33,4,3,4
29382,106293,3.0,4,4,4
29384,106294,2.67,2,2,1
29388,106297,1.33,1,0,0
29390,106297,2.33,4,3,3
29391,106297,3.0,3,0,2
29393,106297,1.0,3,0,0
29396,106297,2.0,4,4,4
29399,106297,2.67,2,1,2
29401,106297,2.67,4,3,4
29403,106297,3.0,3,1,3
29405,106297,2.0,1,0,0
29408,106298,2.33,3,1,2
29410,106299,3.0,3,2,1
29415,106300,2.0,2,1,1
29416,106300,2.0,5,3,2
29417,106300,2.33,3,1,1
29418,106300,2.33,3,1,1
29419,106300,1.67,4,2,2
29421,106302,3.0,2,1,1
29423,106304,3.0,3,1,3
29424,106304,3.0,2,2,1
29430,106305,3.0,3,3,2
29434,106306,2.0,3,0,0
29437,106306,2.33,4,4,4
29438,106307,3.0,2,1,1
29450,106307,3.0,3,1,1
29452,106308,3.0,1,1,1
29455,106310,2.0,3,1,2
29462,106312,2.0,2,1,1
29463,106312,2.0,4,0,1
29467,106315,2.33,2,1,1
29473,106316,1.67,4,1,1
29475,106316,2.0,4,2,2
29477,106318,3.0,4,2,1
29481,106319,3.0,3,2,2
29482,106319,2.67,4,1,1
29483,106320,2.33,4,2,3
29492,106323,1.33,6,2,3
29493,106324,1.33,2,2,2
29498,106325,3.0,4,3,2
29501,106326,3.0,2,2,2
29502,106326,3.0,2,2,2
29504,106328,2.33,2,2,2
29505,106329,3.0,3,2,2
29506,106329,3.0,3,3,3
29507,106330,3.0,3,3,3
29509,106330,2.33,3,1,2
29513,106330,2.0,2,0,0
29516,106331,2.67,2,2,0
29518,106332,1.67,5,1,1
29520,106332,2.33,4,2,2
29521,106332,2.0,3,0,0
29523,106334,3.0,2,1,2
29524,106334,3.0,3,1,1
29529,106337,2.33,3,1,2
29533,106339,2.67,4,3,4
29539,106342,2.67,3,3,2
29540,106342,2.33,4,2,2
29541,106342,3.0,2,2,1
29545,106343,3.0,3,2,2
29546,106343,2.67,2,1,1
29551,106344,3.0,2,2,1
29557,106345,3.0,3,3,3
29560,106345,2.33,2,0,1
29564,106345,2.67,2,1,0
29568,106345,2.67,2,1,2
29577,106347,2.33,4,1,1
29578,106347,1.67,2,1,1
29581,106347,2.67,4,3,3
29583,106347,3.0,2,2,2
29585,106347,3.0,2,1,1
29587,106347,2.67,4,3,3
29588,106347,2.33,4,3,3
29594,106350,3.0,2,2,1
29595,106351,2.67,3,2,1
29596,106351,2.67,2,1,1
29602,106351,1.0,3,1,1
29606,106352,3.0,2,2,2
29613,106356,2.33,6,4,5
29614,106356,1.67,3,2,2
29629,106360,1.67,1,0,0
29634,106364,3.0,3,2,2
29639,106366,2.33,6,3,3
29643,106370,2.33,2,2,2
29644,106370,3.0,3,3,3
29646,106370,3.0,3,3,3
29650,106371,2.67,3,2,2
29652,106371,3.0,5,4,4
29653,106372,2.0,1,1,0
29654,106373,2.33,2,2,0
29658,106374,2.67,3,1,2
29661,106375,3.0,4,3,4
29665,106377,3.0,2,2,1
29669,106380,2.0,2,1,1
29674,106382,1.0,2,1,2
29676,106384,2.33,4,1,2
29683,106386,1.33,5,2,2
29685,106387,3.0,3,3,1
29688,106387,3.0,3,3,2
29690,106387,3.0,3,3,2
29693,106387,3.0,3,3,2
29697,106390,2.33,2,1,1
29707,106392,3.0,3,3,3
29710,106393,2.33,4,2,1
29712,106393,3.0,2,1,0
29716,106394,2.0,5,1,2
29720,106395,1.67,3,2,2
29721,106395,1.67,4,2,2
29725,106398,2.33,3,2,2
29728,106399,2.67,2,2,2
29735,106403,2.67,3,2,2
29740,106405,3.0,1,0,0
29744,106406,2.67,3,1,1
29748,106406,3.0,2,2,1
29749,106407,2.0,3,2,2
29753,106407,2.33,5,3,4
29756,106409,3.0,2,2,0
29760,106411,1.67,2,0,0
29762,106412,2.0,3,1,1
29765,106413,2.33,5,2,3
29766,106413,2.33,4,2,2
29771,106415,3.0,3,2,3
29782,106420,3.0,3,2,3
29783,106420,3.0,1,0,0
29787,106420,3.0,2,1,2
29788,106421,3.0,2,2,2
29789,106421,2.67,2,1,1
29790,106422,3.0,2,2,2
29794,106424,2.33,5,4,5
29798,106425,2.0,3,2,2
29799,106426,2.0,4,1,2
29801,106426,2.0,3,3,3
29803,106427,2.33,3,1,3
29806,106428,2.67,1,0,0
29808,106428,1.0,5,0,2
29810,106429,3.0,2,2,2
29813,106430,3.0,3,2,3
29820,106431,2.0,4,2,3
29829,106431,3.0,4,3,4
29831,106432,1.67,3,2,1
29832,106432,1.33,3,2,1
29836,106433,3.0,3,2,2
29839,106434,2.33,2,2,2
29841,106436,3.0,2,2,2
29844,106437,2.0,1,0,0
29849,106440,3.0,3,2,2
29850,106440,2.0,3,2,1
29854,106442,2.33,3,1,2
29856,106442,3.0,4,4,4
29857,106442,2.33,3,1,2
29858,106442,2.0,5,2,3
29863,106443,3.0,1,1,1
29867,106444,2.33,3,1,1
29873,106446,3.0,6,3,5
29882,106447,2.67,3,2,2
29888,106449,2.67,3,1,2
29890,106450,2.67,3,3,3
29892,106451,3.0,3,1,2
29899,106452,1.0,2,2,2
29904,106454,2.0,5,3,2
29905,106455,3.0,3,1,1
29911,106457,2.33,3,1,1
29924,106461,3.0,4,4,4
29925,106462,3.0,3,3,3
29926,106462,2.0,4,3,3
29927,106462,3.0,3,2,1
29932,106463,1.67,2,2,1
29933,106464,2.33,7,4,3
29935,106464,2.67,2,1,2
29936,106464,2.0,3,2,2
29937,106464,2.0,4,3,1
29940,106464,3.0,4,4,4
29941,106464,2.0,3,2,2
29942,106465,3.0,2,2,2
29945,106467,2.67,2,2,0
29946,106468,3.0,2,1,2
29953,106470,3.0,2,1,1
29955,106470,1.67,2,0,0
29956,106470,3.0,1,1,1
29958,106471,3.0,3,3,3
29960,106473,3.0,4,4,0
29964,106474,2.0,2,0,1
29965,106474,1.67,2,0,1
29967,106474,2.67,3,2,3
29975,106475,2.0,3,1,1
29980,106476,2.67,2,2,2
29984,106477,1.67,3,1,1
29987,106477,2.33,3,2,2
29989,106477,1.67,3,3,3
29990,106477,3.0,2,2,2
29991,106477,2.0,4,2,3
29994,106478,2.33,2,1,1
29995,106478,2.0,3,1,2
29998,106478,2.67,2,0,2
30003,106479,2.0,4,2,2
30005,106480,1.0,3,2,1
30006,106480,2.0,2,2,2
30007,106480,1.0,3,2,2
30008,106480,2.33,3,3,3
30009,106481,2.33,3,1,0
30012,106481,2.0,2,2,2
30015,106482,3.0,2,2,1
30016,106483,3.0,3,3,3
30018,106484,2.0,1,0,1
30019,106484,3.0,2,1,2
30020,106484,2.67,1,1,1
30022,106485,3.0,2,2,2
30028,106486,1.0,2,0,1
30036,106488,3.0,3,3,3
30039,106489,1.67,3,0,2
30041,106489,2.0,1,0,0
30042,106490,2.0,3,2,2
30044,106490,1.33,3,2,0
30048,106491,3.0,4,3,3
30050,106493,2.33,5,2,2
30052,106493,2.33,3,2,2
30053,106494,2.33,2,2,2
30055,106495,2.0,7,5,7
30057,106495,3.0,3,2,3
30059,106496,3.0,3,3,3
30060,106497,2.67,3,3,3
30061,106497,2.67,3,1,2
30081,106499,1.67,3,3,1
30084,106501,2.33,2,1,1
30091,106503,2.33,2,0,0
30095,106506,3.0,1,1,1
30097,106507,1.0,2,0,1
30098,106507,2.33,2,1,1
30100,106507,2.33,3,3,1
30101,106507,2.33,3,2,1
30104,106509,2.33,3,1,1
30107,106511,3.0,2,0,0
30112,106511,2.33,3,0,3
30116,106512,2.67,3,3,0
30117,106513,3.0,4,3,3
30118,106514,1.67,4,2,4
30125,106514,2.33,4,2,3
30126,106514,2.67,3,2,2
30129,106515,3.0,3,3,3
30130,106515,3.0,5,4,4
30132,106516,2.33,4,2,1
30138,106519,2.33,3,2,2
30140,106519,2.33,5,2,3
30141,106519,3.0,2,1,2
30146,106521,1.67,3,2,2
30147,106521,2.33,2,2,2
30151,106524,2.33,4,3,3
30153,106524,2.67,3,1,2
30154,106524,3.0,3,0,2
30156,106524,2.67,3,1,2
30157,106524,3.0,4,3,4
30159,106524,2.33,3,3,3
30160,106525,3.0,4,4,3
30162,106526,2.0,3,2,1
30166,106529,2.67,1,0,0
30167,106529,3.0,3,3,3
30176,106530,1.67,2,1,1
30181,106531,2.67,2,1,1
30185,106532,3.0,6,6,4
30186,106533,2.67,6,5,3
30187,106534,2.33,2,2,2
30190,106536,2.33,3,3,3
30191,106536,2.67,3,3,3
30196,106539,2.0,4,1,1
30197,106539,2.33,2,1,1
30201,106541,2.33,2,1,1
30202,106542,2.67,2,1,2
30203,106543,1.67,4,2,2
30206,106544,3.0,3,2,2
30209,106545,2.33,5,3,3
30212,106546,1.33,3,2,1
30216,106548,2.33,3,1,3
30218,106549,2.67,2,1,2
30220,106550,2.0,3,1,2
30221,106550,2.0,3,0,2
30223,106550,2.33,2,0,1
30225,106550,2.67,2,2,2
30226,106551,2.67,2,2,2
30228,106552,2.0,3,0,0
30230,106552,3.0,2,2,2
30231,106552,2.33,2,2,2
30233,106553,3.0,2,2,2
30234,106554,2.0,1,1,0
30236,106556,2.67,4,4,2
30239,106557,3.0,4,1,1
30243,106557,3.0,2,1,1
30247,106558,3.0,2,2,2
30248,106559,2.33,2,0,1
30252,106559,2.67,3,2,2
30253,106560,3.0,1,1,1
30255,106561,1.67,3,2,2
30257,106561,2.0,2,2,2
30259,106561,2.33,3,2,2
30264,106564,2.67,3,3,3
30273,106565,3.0,3,2,3
30282,106568,1.67,2,1,1
30285,106568,2.67,2,1,1
30287,106568,1.33,3,1,1
30288,106569,1.67,1,0,0
30289,106569,3.0,2,2,1
30291,106571,3.0,1,1,0
30293,106572,2.67,2,1,2
30295,106573,2.67,3,2,1
30297,106574,2.33,2,1,2
30298,106574,2.67,1,0,1
30299,106575,1.0,3,2,2
30301,106576,3.0,2,1,1
30303,106577,3.0,1,1,0
30304,106578,2.33,5,3,4
30305,106579,3.0,3,3,3
30312,106581,1.0,3,0,1
30315,106582,3.0,2,2,2
30317,106584,2.33,4,2,1
30318,106584,2.67,2,2,2
30323,106585,1.0,1,0,0
30326,106586,2.0,4,2,3
30332,106587,2.67,3,1,3
30333,106587,3.0,2,1,2
30334,106588,3.0,3,2,2
30339,106588,2.33,3,2,2
30340,106588,3.0,2,2,1
30341,106588,2.0,4,3,2
30345,106589,2.0,3,0,2
30346,106589,2.67,2,0,0
30349,106590,3.0,2,2,2
30350,106590,2.67,6,3,4
30353,106591,2.0,2,1,1
30355,106591,2.0,6,2,4
30356,106591,1.33,2,0,0
30357,106591,2.33,2,0,0
30362,106591,2.0,2,0,2
30363,106591,1.67,3,1,2
30378,106595,3.0,2,2,1
30380,106595,2.33,2,2,2
30381,106595,1.0,1,0,0
30383,106597,2.67,8,7,7
30387,106599,2.0,3,3,3
30390,106599,2.0,3,2,2
30391,106600,3.0,2,2,2
30392,106600,2.33,3,1,2
30393,106601,2.33,3,2,3
30394,106601,1.67,11,3,8
30396,106602,3.0,1,1,1
30398,106603,2.67,2,1,1
30402,106603,2.33,2,1,1
30405,106604,3.0,2,2,2
30408,106607,2.67,6,3,3
30409,106607,2.0,2,2,2
30410,106608,2.67,3,3,3
30411,106608,2.67,2,2,2
30414,106609,3.0,3,2,2
30415,106609,1.67,5,2,2
30418,106609,2.33,3,1,2
30421,106610,1.33,3,2,2
30427,106612,2.33,4,2,1
30428,106613,2.33,3,3,3
30429,106613,3.0,2,2,2
30434,106614,2.0,3,2,2
30447,106617,3.0,4,2,3
30448,106617,2.33,4,3,3
30449,106617,2.33,2,1,2
30451,106617,2.0,4,3,3
30454,106619,3.0,3,2,3
30455,106620,3.0,3,3,3
30457,106620,2.67,1,1,1
30459,106620,2.0,4,2,4
30461,106620,2.33,3,2,2
30465,106620,2.33,4,2,2
30466,106620,2.33,4,3,3
30476,106626,2.33,6,2,3
30482,106626,2.0,2,0,1
30484,106626,2.33,5,3,3
30489,106629,1.67,3,2,0
30491,106629,2.0,5,3,3
30492,106630,2.0,7,3,6
30496,106630,2.33,3,2,2
30500,106631,2.67,2,1,2
30504,106634,2.0,3,2,2
30507,106634,3.0,2,1,2
30509,106634,3.0,3,2,2
30510,106634,2.0,2,2,2
30512,106634,2.67,3,2,2
30515,106634,1.67,5,2,2
30516,106634,2.33,3,0,2
30519,106634,2.67,4,2,3
30525,106637,1.67,3,1,1
30526,106638,2.33,3,1,3
30528,106639,2.0,2,2,2
30530,106640,2.67,4,2,3
30537,106640,2.67,4,2,3
30538,106640,2.67,4,1,2
30543,106641,2.33,3,0,0
30544,106641,1.33,1,0,0
30545,106641,1.33,2,0,0
30549,106642,1.0,2,0,1
30552,106644,2.67,2,2,1
30557,106647,3.0,2,1,1
30560,106647,3.0,2,0,1
30565,106648,2.0,3,2,2
30568,106649,3.0,2,2,2
30571,106652,2.33,3,2,2
30572,106652,3.0,2,2,1
30574,106653,2.33,3,2,2
30577,106654,2.67,3,3,3
30584,106658,2.0,2,2,2
30585,106658,3.0,4,1,3
30586,106659,3.0,6,4,6
30587,106660,2.0,6,2,2
30591,106661,1.67,3,3,1
30593,106662,1.67,4,2,1
30594,106662,3.0,2,2,0
30595,106662,3.0,3,2,1
30598,106663,3.0,2,0,0
30602,106663,3.0,2,1,0
30607,106666,3.0,3,3,3
30609,106666,3.0,3,3,3
30611,106667,2.33,3,2,2
30612,106667,2.33,3,2,2
30613,106667,2.0,2,1,1
30618,106668,2.33,2,2,2
30619,106668,3.0,2,2,2
30621,106669,2.33,4,3,2
30633,106671,3.0,3,3,3
30634,106672,1.67,4,2,2
30636,106673,1.67,3,2,2
30638,106673,3.0,3,3,3
30641,106675,2.67,2,2,0
30642,106676,2.67,3,2,2
30643,106676,2.0,3,2,2
30646,106677,2.67,6,4,5
30653,106677,1.67,4,3,3
30654,106677,2.33,3,3,3
30656,106677,3.0,5,5,5
30657,106677,3.0,3,3,3
30658,106678,1.0,4,2,1
30666,106679,3.0,4,3,3
30669,106681,2.67,3,2,3
30672,106682,2.33,4,3,1
30678,106685,2.0,4,3,3
30680,106685,2.67,3,1,1
30682,106686,2.67,4,3,3
30684,106686,3.0,3,3,3
30685,106687,2.33,2,1,1
30686,106688,3.0,3,3,3
30688,106689,3.0,4,1,2
30689,106689,2.33,3,2,3
30691,106690,2.67,2,2,2
30695,106691,1.33,5,3,1
30697,106691,1.33,4,1,1
30699,106691,2.0,3,2,2
30704,106691,1.67,4,2,3
30705,106692,2.67,5,2,2
30708,106692,1.33,4,2,2
30711,106692,1.33,3,1,2
30712,106692,2.33,7,3,5
30715,106692,3.0,2,2,2
30716,106692,3.0,3,3,3
30719,106692,2.0,4,3,3
30722,106695,2.67,2,1,1
30723,106696,2.33,6,3,2
30738,106703,1.67,3,2,2
30739,106704,3.0,2,2,2
30742,106705,2.33,3,0,1
30743,106705,3.0,3,3,3
30753,106707,2.67,3,2,2
30754,106707,2.33,1,0,0
30756,106707,2.0,1,0,0
30758,106708,2.33,4,4,4
30759,106709,3.0,6,5,5
30761,106711,2.0,1,1,1
30765,106713,2.33,4,2,3
30768,106715,2.0,4,2,2
30772,106715,2.0,3,1,1
30773,106715,3.0,3,3,3
30777,106715,1.33,3,2,3
30779,106716,2.67,2,2,1
30781,106717,1.33,3,2,2
30783,106718,2.33,3,2,0
30787,106720,2.33,3,2,2
30788,106720,3.0,3,3,3
30792,106720,2.33,3,1,1
30793,106720,2.33,2,1,1
30797,106722,3.0,2,2,1
30801,106723,3.0,3,3,2
30802,106723,3.0,1,1,1
30805,106723,3.0,3,3,2
30806,106724,1.67,4,2,2
30807,106724,1.67,3,3,3
30808,106724,2.0,3,3,3
30816,106728,1.33,3,2,2
30817,106728,2.0,4,3,3
30818,106728,1.67,3,0,2
30823,106730,3.0,2,2,2
30827,106730,1.0,1,0,1
30829,106730,2.67,3,0,0
30830,106730,1.67,4,1,1
30833,106731,3.0,3,1,2
30834,106731,3.0,3,1,2
30836,106732,2.0,2,0,1
30837,106732,1.67,3,0,1
30841,106732,1.33,2,0,0
30851,106736,2.33,3,2,1
30853,106736,3.0,3,1,2
30854,106736,2.0,2,1,1
30858,106738,2.67,3,1,0
30861,106739,2.67,3,2,2
30863,106739,2.0,5,3,4
30864,106739,1.67,3,1,3
30868,106740,2.67,3,2,2
30870,106741,3.0,2,1,1
30875,106742,2.67,7,1,4
30882,106744,3.0,4,3,2
30886,106745,3.0,2,2,0
30887,106746,2.0,4,2,3
30891,106746,2.33,2,2,2
30895,106748,3.0,2,1,1
30896,106748,3.0,2,2,2
30898,106750,1.33,3,2,2
30900,106751,3.0,1,1,1
30902,106752,3.0,4,3,3
30903,106753,2.33,3,2,2
30905,106753,1.67,3,3,2
30908,106755,3.0,1,1,1
30909,106756,3.0,3,2,2
30915,106758,2.67,1,0,0
30916,106759,2.0,3,1,2
30918,106759,2.67,5,2,2
30919,106759,1.67,3,1,2
30920,106760,2.33,4,3,3
30921,106760,3.0,1,1,1
30922,106761,2.67,2,2,2
30923,106762,3.0,3,1,1
30924,106762,1.67,3,2,2
30926,106762,3.0,3,1,1
30933,106765,2.33,3,2,2
30934,106765,3.0,3,3,3
30936,106766,2.0,6,2,2
30937,106767,1.67,2,1,1
30943,106769,2.0,2,1,1
30959,106773,1.33,1,0,1
30965,106775,1.0,1,0,0
30966,106776,2.0,2,2,2
30976,106779,3.0,3,1,1
30977,106779,2.67,5,4,3
30978,106780,2.67,6,3,3
30979,106780,2.67,2,1,1
30981,106782,2.67,4,3,3
30983,106782,3.0,1,1,0
30988,106784,2.67,2,2,2
30990,106784,2.67,3,1,2
30991,106785,3.0,2,2,2
31000,106788,2.33,3,2,2
31002,106789,2.67,7,5,3
31005,106791,3.0,2,2,2
31006,106791,3.0,2,2,2
31007,106792,2.67,3,2,1
31009,106794,3.0,2,1,0
31010,106794,2.67,2,1,1
31014,106796,3.0,4,4,3
31017,106797,2.0,2,2,2
31018,106797,2.33,2,2,2
31026,106799,2.0,2,1,1
31028,106801,2.0,2,0,1
31036,106804,3.0,2,2,2
31041,106805,3.0,2,2,2
31043,106805,3.0,2,2,2
31045,106806,2.0,3,2,1
31047,106807,2.67,3,3,3
31048,106807,3.0,3,2,3
31053,106807,2.0,2,0,1
31054,106808,2.0,3,1,1
31057,106808,3.0,3,2,3
31060,106808,2.0,3,1,3
31061,106808,3.0,2,2,2
31064,106810,3.0,2,1,1
31065,106810,3.0,3,2,2
31066,106810,2.67,3,2,2
31071,106811,2.67,5,5,4
31079,106814,2.0,5,3,2
31092,106818,1.33,1,0,0
31096,106818,1.67,4,2,2
31102,106819,2.67,3,3,3
31105,106820,3.0,2,1,1
31112,106820,1.67,2,1,2
31117,106822,2.33,2,2,2
31119,106823,3.0,3,2,2
31122,106824,2.67,5,1,3
31124,106824,2.33,4,2,3
31127,106826,2.67,3,2,2
31128,106827,2.67,2,1,1
31129,106827,3.0,1,1,1
31130,106827,3.0,2,2,1
31137,106829,3.0,2,1,2
31140,106829,1.67,3,2,0
31142,106830,2.0,3,1,1
31153,106832,2.0,2,2,2
31156,106833,2.33,3,1,3
31159,106835,3.0,2,2,1
31160,106835,1.33,3,2,1
31163,106837,1.67,3,2,2
31164,106837,3.0,2,1,0
31167,106838,2.33,4,2,2
31174,106839,3.0,2,0,0
31175,106840,3.0,2,1,1
31177,106840,3.0,6,4,4
31185,106840,3.0,5,5,4
31187,106841,2.33,4,3,2
31192,106842,2.0,3,2,2
31198,106843,3.0,3,2,2
31201,106844,1.67,1,0,0
31202,106845,3.0,3,3,3
31207,106846,2.67,1,1,1
31216,106851,3.0,3,2,2
31223,106854,2.67,2,1,1
31224,106854,3.0,2,1,1
31227,106855,2.0,3,2,2
31228,106856,3.0,5,2,2
31229,106857,2.33,2,0,1
31235,106858,3.0,4,3,2
31236,106858,3.0,4,4,3
31237,106859,2.0,4,2,2
31239,106859,2.67,2,1,1
31241,106860,2.33,3,1,3
31242,106860,2.0,2,0,2
31245,106860,2.0,5,2,2
31247,106860,3.0,4,1,3
31250,106860,2.0,3,2,2
31257,106862,2.33,4,2,2
31261,106863,3.0,2,2,2
31264,106865,3.0,3,2,2
31268,106866,3.0,2,1,1
31271,106866,3.0,3,1,2
31277,106868,3.0,2,2,2
31278,106869,3.0,2,2,2
31280,106871,1.33,3,2,2
31281,106871,2.67,2,2,2
31284,106872,3.0,2,1,1
31285,106873,2.0,4,2,2
31286,106873,2.33,4,3,2
31293,106875,3.0,3,2,2
31302,106875,3.0,4,4,3
31303,106875,1.0,3,1,1
31304,106875,1.0,2,0,0
31305,106875,2.33,2,0,0
31307,106875,3.0,4,3,2
31308,106875,2.33,3,2,1
31312,106876,1.0,3,0,1
31313,106877,2.67,9,7,7
31314,106877,3.0,3,3,3
31322,106879,2.33,3,2,2
31324,106879,2.33,2,0,1
31328,106880,3.0,3,3,3
31329,106881,2.0,1,1,1
31334,106884,3.0,3,1,1
31335,106885,2.33,6,5,6
31336,106885,2.33,3,1,2
31337,106885,3.0,2,2,2
31339,106886,1.67,4,1,2
31341,106886,2.33,1,1,1
31342,106887,2.67,2,1,1
31369,106897,1.67,3,2,2
31374,106898,2.0,2,1,1
31376,106899,2.67,1,1,1
31378,106901,2.0,4,3,3
31380,106902,2.33,3,1,3
31382,106902,3.0,3,3,3
31383,106902,3.0,3,3,3
31388,106903,2.33,1,0,0
31393,106904,1.33,5,2,2
31395,106904,2.67,3,2,3
31396,106904,3.0,4,4,4
31399,106904,2.67,4,3,3
31406,106905,2.67,4,1,4
31412,106907,2.67,6,5,4
31414,106908,3.0,3,3,3
31415,106908,2.67,3,3,2
31428,106913,3.0,2,2,2
31429,106913,3.0,3,3,3
31430,106913,2.33,3,2,2
31433,106913,2.67,3,3,3
31436,106913,1.67,4,2,2
31444,106915,1.67,1,0,0
31447,106916,2.67,3,3,2
31450,106916,2.33,5,4,4
31456,106919,3.0,4,4,4
31461,106920,2.67,3,2,2
31462,106921,1.67,3,2,2
31465,106922,3.0,3,3,3
31468,106923,3.0,3,3,3
31475,106927,1.0,2,0,1
31492,106933,1.67,4,1,1
31493,106933,2.75,4,4,2
31505,106937,2.33,4,2,3
31506,106937,2.0,5,4,3
31508,106937,3.0,2,1,1
31509,106937,2.33,6,5,4
31510,106937,3.0,2,2,2
31513,106938,3.0,2,2,1
31518,106940,3.0,2,0,1
31519,106941,2.67,3,2,1
31521,106942,2.33,2,2,2
31525,106945,3.0,1,1,1
31528,106947,2.0,5,3,4
31529,106948,3.0,6,4,4
31534,106950,3.0,4,4,4
31535,106951,3.0,2,2,2
31541,106953,3.0,3,3,3
31549,106954,3.0,3,3,3
31557,106955,2.0,3,0,2
31562,106956,3.0,2,1,1
31566,106956,2.33,2,1,1
31567,106956,2.67,4,2,2
31569,106956,2.33,5,2,2
31571,106957,2.0,6,5,5
31574,106957,2.0,3,1,1
31577,106957,2.33,4,3,3
31581,106957,2.67,3,3,3
31590,106959,1.67,5,2,2
31592,106959,2.67,6,4,5
31599,106961,3.0,3,3,2
31601,106962,3.0,2,2,2
31606,106965,2.67,2,1,1
31609,106965,3.0,1,0,1
31613,106967,3.0,2,2,1
31615,106969,1.33,5,2,3
31623,106972,2.33,2,0,0
31625,106972,2.67,3,1,1
31627,106972,3.0,3,1,2
31630,106973,2.33,4,1,4
31633,106973,2.0,4,2,4
31635,106973,2.67,2,1,2
31638,106974,3.0,3,3,3
31640,106975,3.0,6,6,6
31645,106975,2.0,2,1,0
31651,106975,1.0,4,3,1
31653,106976,3.0,1,1,1
31658,106977,2.67,2,0,2
31659,106977,1.67,3,2,1
31661,106978,3.0,4,4,4
31663,106979,1.33,2,1,1
31672,106980,2.0,2,0,0
31674,106980,2.67,4,4,4
31677,106980,2.67,2,1,1
31680,106981,2.33,2,2,0
31685,106984,3.0,4,3,4
31687,106986,3.0,2,2,1
31689,106988,2.0,3,2,1
31692,106989,2.67,2,2,1
31694,106991,2.67,3,3,3
31697,106992,2.0,2,1,0
31703,106993,2.67,4,0,0
31704,106993,2.67,4,2,2
31706,106993,2.33,3,1,0
31707,106993,2.67,3,1,0
31711,106993,3.0,3,2,1
31713,106993,1.67,4,2,2
31716,106993,3.0,3,3,1
31719,106995,3.0,2,2,2
31720,106995,3.0,2,2,2
31721,106995,2.33,2,0,0
31724,106996,2.33,4,2,2
31727,106996,2.67,2,2,2
31728,106996,1.0,4,1,1
31730,106997,3.0,3,3,3
31732,106997,3.0,2,2,2
31733,106998,2.33,2,1,0
31740,107001,1.0,2,1,1
31742,107002,2.0,3,1,1
31743,107002,2.0,6,3,3
31745,107002,1.33,3,1,1
31754,107005,2.0,4,1,1
31760,107005,1.67,3,1,1
31765,107007,3.0,4,2,3
31770,107012,3.0,2,2,2
31772,107013,2.67,5,3,3
31775,107013,2.67,4,0,0
31776,107013,2.67,5,4,4
31778,107013,1.67,4,2,2
31779,107013,2.33,4,3,3
31782,107014,2.33,1,0,0
31786,107015,2.67,2,1,1
31788,107015,2.67,2,2,2
31792,107016,2.67,6,4,5
31793,107016,1.33,1,0,0
31795,107018,2.33,2,1,2
31797,107019,2.0,3,2,2
31798,107019,2.67,2,2,2
31799,107019,1.67,3,2,2
31807,107019,2.67,3,2,2
31808,107020,3.0,3,3,3
31811,107021,1.67,2,0,1
31813,107021,2.33,4,1,2
31816,107023,2.33,2,2,2
31817,107024,3.0,2,2,2
31818,107024,2.33,2,1,1
31819,107024,2.67,4,2,3
31824,107025,3.0,1,1,1
31825,107025,3.0,2,2,2
31827,107027,3.0,2,2,2
31829,107028,3.0,2,2,2
31831,107029,2.0,3,2,2
31833,107029,3.0,2,1,1
31835,107029,1.67,2,0,1
31842,107035,1.67,3,3,2
31848,107037,3.0,1,1,0
31849,107038,3.0,3,2,2
31850,107038,3.0,2,1,1
31856,107038,2.67,3,2,2
31859,107039,2.67,6,5,6
31861,107040,1.67,3,2,3
31864,107040,2.0,6,1,3
31867,107042,2.33,2,1,1
31869,107043,3.0,3,2,2
31870,107043,2.67,4,1,1
31871,107043,2.33,6,2,2
31872,107043,2.0,3,2,2
31876,107043,2.0,5,2,2
31879,107043,3.0,3,2,2
31883,107045,2.0,4,4,4
31886,107047,1.0,4,1,3
31887,107047,2.67,1,0,0
31889,107047,2.33,2,1,2
31890,107047,2.67,2,1,1
31892,107047,2.67,3,2,2
31894,107048,3.0,3,3,3
31899,107049,2.33,3,2,2
31903,107050,3.0,5,3,4
31904,107051,3.0,1,0,1
31906,107051,1.67,3,1,2
31914,107054,3.0,2,1,1
31915,107055,2.33,1,1,1
31919,107058,2.67,5,3,1
31923,107059,2.33,4,2,2
31924,107059,3.0,4,3,3
31925,107059,2.0,2,2,2
31926,107060,3.0,2,2,2
31931,107061,1.33,4,1,1
31933,107061,2.67,3,2,1
31934,107062,2.67,5,4,4
31936,107062,2.33,2,0,0
31938,107062,3.0,2,2,2
31941,107062,2.33,5,2,2
31943,107062,3.0,4,4,4
31944,107062,2.33,4,3,4
31946,107062,1.33,3,2,2
31949,107063,2.0,3,1,2
31952,107063,3.0,3,2,3
31959,107066,3.0,2,2,1
31961,107067,3.0,1,1,1
31964,107068,2.33,3,0,1
31967,107069,3.0,3,2,2
31970,107071,3.0,3,3,3
31976,107072,3.0,4,2,2
31979,107074,2.0,2,1,1
